Voltage,Current,Frequency,Temperature,Fault,Shutdown
248,11.75,50.07,42,Overload,Yes
132,2.19,49.62,25,Undervoltage,Yes
15,0.0,0.0,20,Line Break,Yes
7,0.0,0.0,22,Line Break,Yes
239,6.8,50.04,33,Normal,No
0,0.0,0.0,24,Line Break,Yes
287,9.53,50.24,31,Overvoltage,Yes
281,8.72,50.09,41,Overvoltage,Yes
229,6.13,49.83,33,Normal,No
255,19.79,50.19,47,Overload,Yes
241,15.91,49.96,41,Overload,Yes
20,0.0,0.0,22,Line Break,Yes
262,8.53,50.24,36,Overvoltage,Yes
269,7.41,50.85,35,Overvoltage,Yes
268,5.02,50.48,45,Overvoltage,Yes
129,5.2,49.07,33,Undervoltage,Yes
279,9.28,50.92,40,Overvoltage,Yes
282,6.61,50.55,42,Overvoltage,Yes
246,19.33,49.87,43,Overload,Yes
236,6.79,50.13,33,Normal,No
14,0.0,0.0,28,Line Break,Yes
15,0.0,0.0,23,Line Break,Yes
104,4.88,49.3,27,Undervoltage,Yes
240,19.37,49.82,51,Overload,Yes
285,8.86,50.86,43,Overvoltage,Yes
223,7.49,50.12,32,Normal,No
235,4.78,49.97,25,Normal,No
127,2.29,49.22,26,Undervoltage,Yes
100,4.59,49.34,33,Undervoltage,Yes
110,4.3,49.74,29,Undervoltage,Yes
12,0.0,0.0,26,Line Break,Yes
284,7.41,50.92,37,Overvoltage,Yes
244,13.19,50.14,43,Overload,Yes
260,15.03,50.02,54,Overload,Yes
146,2.62,49.73,31,Undervoltage,Yes
160,2.44,49.02,30,Undervoltage,Yes
292,7.29,50.28,39,Overvoltage,Yes
0,0.0,0.0,27,Line Break,Yes
3,0.0,0.0,28,Line Break,Yes
9,0.0,0.0,25,Line Break,Yes
224,3.98,50.05,31,Normal,No
116,3.79,49.65,31,Undervoltage,Yes
267,5.55,50.66,41,Overvoltage,Yes
268,6.13,50.97,37,Overvoltage,Yes
245,13.72,50.1,50,Overload,Yes
268,6.48,50.22,43,Overvoltage,Yes
239,4.7,50.11,29,Normal,No
162,3.86,49.55,31,Undervoltage,Yes
14,0.0,0.0,26,Line Break,Yes
16,0.0,0.0,25,Line Break,Yes
254,19.16,49.92,49,Overload,Yes
273,9.72,50.1,41,Overvoltage,Yes
12,0.0,0.0,30,Line Break,Yes
18,0.0,0.0,25,Line Break,Yes
253,17.13,49.9,55,Overload,Yes
282,8.09,50.53,45,Overvoltage,Yes
9,0.0,0.0,21,Line Break,Yes
115,4.33,49.61,31,Undervoltage,Yes
257,13.02,49.97,48,Overload,Yes
178,4.82,49.61,25,Undervoltage,Yes
230,3.14,49.83,31,Normal,No
11,0.0,0.0,21,Line Break,Yes
11,0.0,0.0,22,Line Break,Yes
238,6.25,50.04,33,Normal,No
158,5.19,49.44,30,Undervoltage,Yes
222,5.39,49.8,28,Normal,No
10,0.0,0.0,27,Line Break,Yes
4,0.0,0.0,29,Line Break,Yes
291,5.31,50.69,37,Overvoltage,Yes
14,0.0,0.0,25,Line Break,Yes
232,3.22,49.81,35,Normal,No
4,0.0,0.0,23,Line Break,Yes
297,6.95,50.98,40,Overvoltage,Yes
10,0.0,0.0,28,Line Break,Yes
224,5.57,50.0,26,Normal,No
239,7.83,50.15,25,Normal,No
220,4.22,50.12,28,Normal,No
12,0.0,0.0,25,Line Break,Yes
115,4.31,49.7,32,Undervoltage,Yes
15,0.0,0.0,21,Line Break,Yes
113,5.93,49.87,25,Undervoltage,Yes
291,9.66,50.25,45,Overvoltage,Yes
1,0.0,0.0,23,Line Break,Yes
240,10.22,50.01,48,Overload,Yes
162,2.11,49.21,27,Undervoltage,Yes
245,14.06,49.96,40,Overload,Yes
105,4.35,49.76,35,Undervoltage,Yes
285,8.27,50.19,43,Overvoltage,Yes
154,4.43,49.47,31,Undervoltage,Yes
13,0.0,0.0,25,Line Break,Yes
3,0.0,0.0,30,Line Break,Yes
240,3.71,50.06,27,Normal,No
123,4.54,49.32,33,Undervoltage,Yes
102,3.04,49.12,35,Undervoltage,Yes
282,8.38,50.83,30,Overvoltage,Yes
284,6.17,50.38,36,Overvoltage,Yes
5,0.0,0.0,23,Line Break,Yes
5,0.0,0.0,27,Line Break,Yes
228,4.23,49.95,30,Normal,No
159,2.79,49.02,30,Undervoltage,Yes
15,0.0,0.0,28,Line Break,Yes
242,19.5,49.85,51,Overload,Yes
13,0.0,0.0,24,Line Break,Yes
271,10.0,50.8,31,Overvoltage,Yes
3,0.0,0.0,23,Line Break,Yes
237,7.82,49.83,28,Normal,No
1,0.0,0.0,26,Line Break,Yes
16,0.0,0.0,20,Line Break,Yes
20,0.0,0.0,21,Line Break,Yes
281,9.57,50.52,33,Overvoltage,Yes
231,3.52,50.06,31,Normal,No
240,4.62,49.83,31,Normal,No
262,7.63,50.64,38,Overvoltage,Yes
166,4.41,49.31,35,Undervoltage,Yes
280,7.26,50.16,34,Overvoltage,Yes
260,10.64,50.04,49,Overload,Yes
233,3.68,50.19,30,Normal,No
238,3.7,49.85,32,Normal,No
282,8.24,50.74,30,Overvoltage,Yes
290,5.57,50.39,37,Overvoltage,Yes
220,6.0,49.86,34,Normal,No
241,18.42,50.15,40,Overload,Yes
221,4.4,50.18,27,Normal,No
228,3.53,49.96,25,Normal,No
252,10.85,50.02,55,Overload,Yes
103,4.79,49.77,33,Undervoltage,Yes
256,13.34,50.19,40,Overload,Yes
279,9.74,50.77,43,Overvoltage,Yes
106,5.93,49.17,28,Undervoltage,Yes
265,6.93,50.46,34,Overvoltage,Yes
295,6.6,50.8,43,Overvoltage,Yes
226,4.66,49.91,25,Normal,No
221,5.15,50.12,30,Normal,No
2,0.0,0.0,20,Line Break,Yes
236,4.57,50.07,27,Normal,No
232,6.88,49.94,34,Normal,No
162,2.92,49.39,31,Undervoltage,Yes
238,5.5,50.11,35,Normal,No
280,9.26,50.19,30,Overvoltage,Yes
278,7.56,50.22,31,Overvoltage,Yes
5,0.0,0.0,23,Line Break,Yes
169,2.76,49.03,33,Undervoltage,Yes
14,0.0,0.0,21,Line Break,Yes
12,0.0,0.0,23,Line Break,Yes
136,3.19,49.64,28,Undervoltage,Yes
245,16.57,50.19,42,Overload,Yes
2,0.0,0.0,30,Line Break,Yes
1,0.0,0.0,29,Line Break,Yes
231,3.02,49.81,25,Normal,No
221,4.98,50.2,29,Normal,No
18,0.0,0.0,25,Line Break,Yes
139,2.56,49.18,31,Undervoltage,Yes
171,4.23,49.43,30,Undervoltage,Yes
103,2.24,49.29,26,Undervoltage,Yes
222,5.79,49.96,35,Normal,No
18,0.0,0.0,30,Line Break,Yes
231,4.1,49.96,29,Normal,No
258,14.3,50.17,51,Overload,Yes
229,3.58,49.95,32,Normal,No
253,19.14,50.17,55,Overload,Yes
254,18.28,50.12,51,Overload,Yes
3,0.0,0.0,30,Line Break,Yes
13,0.0,0.0,30,Line Break,Yes
245,14.52,50.04,40,Overload,Yes
104,3.86,49.8,25,Undervoltage,Yes
259,10.15,49.87,43,Overload,Yes
269,6.96,50.11,37,Overvoltage,Yes
238,5.98,50.14,27,Normal,No
249,12.4,50.14,45,Overload,Yes
140,5.27,49.94,31,Undervoltage,Yes
0,0.0,0.0,22,Line Break,Yes
228,6.15,49.89,28,Normal,No
114,2.07,49.16,35,Undervoltage,Yes
294,5.68,50.06,34,Overvoltage,Yes
124,2.15,49.57,34,Undervoltage,Yes
6,0.0,0.0,24,Line Break,Yes
252,12.49,50.2,48,Overload,Yes
286,9.43,50.46,38,Overvoltage,Yes
249,17.25,50.06,54,Overload,Yes
249,15.03,50.17,47,Overload,Yes
108,2.52,49.89,25,Undervoltage,Yes
240,13.99,49.81,50,Overload,Yes
278,9.78,50.97,45,Overvoltage,Yes
154,5.04,49.62,33,Undervoltage,Yes
247,15.56,49.83,54,Overload,Yes
161,5.87,49.41,29,Undervoltage,Yes
9,0.0,0.0,25,Line Break,Yes
179,5.7,49.66,30,Undervoltage,Yes
300,7.65,50.72,34,Overvoltage,Yes
147,4.46,49.17,34,Undervoltage,Yes
16,0.0,0.0,26,Line Break,Yes
224,5.09,50.04,25,Normal,No
246,16.23,49.83,49,Overload,Yes
266,6.98,50.45,37,Overvoltage,Yes
240,19.54,49.97,43,Overload,Yes
281,8.22,50.03,32,Overvoltage,Yes
262,6.65,50.6,43,Overvoltage,Yes
249,10.55,49.97,48,Overload,Yes
247,19.75,49.97,43,Overload,Yes
10,0.0,0.0,25,Line Break,Yes
139,3.46,49.72,25,Undervoltage,Yes
297,8.37,50.89,38,Overvoltage,Yes
8,0.0,0.0,23,Line Break,Yes
154,3.53,49.16,29,Undervoltage,Yes
20,0.0,0.0,25,Line Break,Yes
267,8.78,50.48,45,Overvoltage,Yes
19,0.0,0.0,30,Line Break,Yes
258,12.76,49.81,54,Overload,Yes
225,3.36,49.89,26,Normal,No
266,5.23,50.3,39,Overvoltage,Yes
257,10.9,50.11,46,Overload,Yes
14,0.0,0.0,25,Line Break,Yes
244,14.29,50.19,46,Overload,Yes
270,6.95,50.7,42,Overvoltage,Yes
267,7.38,50.58,31,Overvoltage,Yes
223,6.24,50.12,33,Normal,No
261,9.46,50.1,31,Overvoltage,Yes
225,3.82,49.94,29,Normal,No
170,3.77,49.74,35,Undervoltage,Yes
130,5.67,49.22,26,Undervoltage,Yes
289,9.84,50.35,41,Overvoltage,Yes
276,5.74,50.93,43,Overvoltage,Yes
11,0.0,0.0,29,Line Break,Yes
297,5.69,50.18,40,Overvoltage,Yes
13,0.0,0.0,23,Line Break,Yes
4,0.0,0.0,27,Line Break,Yes
112,4.4,49.85,35,Undervoltage,Yes
226,5.0,50.01,27,Normal,No
230,4.85,50.1,32,Normal,No
279,6.52,50.25,45,Overvoltage,Yes
8,0.0,0.0,20,Line Break,Yes
249,15.61,49.98,52,Overload,Yes
233,7.72,49.88,31,Normal,No
255,14.11,49.98,45,Overload,Yes
12,0.0,0.0,22,Line Break,Yes
279,7.5,50.11,37,Overvoltage,Yes
264,6.83,50.58,32,Overvoltage,Yes
283,9.74,50.2,33,Overvoltage,Yes
249,17.4,49.95,54,Overload,Yes
128,3.4,49.12,32,Undervoltage,Yes
287,5.49,50.69,34,Overvoltage,Yes
259,19.75,49.92,49,Overload,Yes
274,6.84,50.71,42,Overvoltage,Yes
20,0.0,0.0,26,Line Break,Yes
228,4.5,49.91,27,Normal,No
8,0.0,0.0,24,Line Break,Yes
232,5.62,50.15,31,Normal,No
14,0.0,0.0,26,Line Break,Yes
233,3.41,49.92,27,Normal,No
103,3.84,49.28,34,Undervoltage,Yes
259,10.67,50.07,40,Overload,Yes
235,3.4,50.05,26,Normal,No
177,3.34,49.33,32,Undervoltage,Yes
16,0.0,0.0,21,Line Break,Yes
231,4.7,50.01,28,Normal,No
0,0.0,0.0,20,Line Break,Yes
221,7.28,50.12,31,Normal,No
268,8.2,50.93,43,Overvoltage,Yes
12,0.0,0.0,23,Line Break,Yes
297,6.33,50.46,36,Overvoltage,Yes
179,2.32,49.3,34,Undervoltage,Yes
239,4.25,49.92,33,Normal,No
0,0.0,0.0,21,Line Break,Yes
256,14.1,49.94,51,Overload,Yes
141,3.73,49.6,29,Undervoltage,Yes
289,6.88,50.71,39,Overvoltage,Yes
228,4.24,50.11,26,Normal,No
222,4.19,49.92,29,Normal,No
236,6.9,50.09,31,Normal,No
282,5.42,50.32,43,Overvoltage,Yes
169,5.12,49.97,35,Undervoltage,Yes
155,5.28,49.79,26,Undervoltage,Yes
293,7.64,50.85,32,Overvoltage,Yes
7,0.0,0.0,22,Line Break,Yes
140,2.0,49.34,34,Undervoltage,Yes
236,3.97,50.06,25,Normal,No
238,7.14,50.17,25,Normal,No
4,0.0,0.0,28,Line Break,Yes
137,4.68,49.31,27,Undervoltage,Yes
6,0.0,0.0,26,Line Break,Yes
100,5.48,49.16,29,Undervoltage,Yes
242,10.47,50.03,55,Overload,Yes
19,0.0,0.0,28,Line Break,Yes
238,7.05,50.02,25,Normal,No
5,0.0,0.0,23,Line Break,Yes
102,5.57,49.23,31,Undervoltage,Yes
297,9.7,50.36,42,Overvoltage,Yes
18,0.0,0.0,30,Line Break,Yes
252,10.68,50.16,53,Overload,Yes
141,5.42,49.96,32,Undervoltage,Yes
256,11.2,49.98,49,Overload,Yes
298,8.8,50.72,43,Overvoltage,Yes
297,5.28,50.93,44,Overvoltage,Yes
10,0.0,0.0,29,Line Break,Yes
234,5.5,49.94,27,Normal,No
222,3.0,50.18,31,Normal,No
245,14.14,50.18,41,Overload,Yes
230,5.22,49.85,35,Normal,No
2,0.0,0.0,26,Line Break,Yes
4,0.0,0.0,25,Line Break,Yes
241,14.52,50.0,45,Overload,Yes
12,0.0,0.0,28,Line Break,Yes
239,6.6,49.89,26,Normal,No
159,5.77,49.19,32,Undervoltage,Yes
299,6.99,50.66,43,Overvoltage,Yes
222,5.14,49.83,35,Normal,No
266,8.47,50.72,37,Overvoltage,Yes
221,5.6,50.08,26,Normal,No
285,7.41,50.3,43,Overvoltage,Yes
283,5.67,50.1,42,Overvoltage,Yes
224,5.01,50.16,33,Normal,No
7,0.0,0.0,30,Line Break,Yes
18,0.0,0.0,20,Line Break,Yes
127,3.91,49.46,28,Undervoltage,Yes
227,6.13,49.84,25,Normal,No
280,9.26,50.98,32,Overvoltage,Yes
111,5.98,49.94,29,Undervoltage,Yes
222,5.84,49.93,30,Normal,No
294,9.31,50.91,38,Overvoltage,Yes
248,10.41,50.07,44,Overload,Yes
247,16.43,49.91,40,Overload,Yes
265,5.34,50.4,44,Overvoltage,Yes
266,9.9,50.27,34,Overvoltage,Yes
246,10.31,49.84,44,Overload,Yes
0,0.0,0.0,24,Line Break,Yes
258,19.52,49.89,40,Overload,Yes
20,0.0,0.0,26,Line Break,Yes
240,13.4,50.16,55,Overload,Yes
256,18.23,49.85,41,Overload,Yes
244,19.27,49.84,42,Overload,Yes
239,7.93,50.15,35,Normal,No
10,0.0,0.0,22,Line Break,Yes
17,0.0,0.0,22,Line Break,Yes
9,0.0,0.0,27,Line Break,Yes
105,3.65,49.97,34,Undervoltage,Yes
246,12.08,50.18,46,Overload,Yes
224,6.35,50.14,31,Normal,No
237,4.99,50.14,35,Normal,No
169,3.24,49.68,34,Undervoltage,Yes
225,4.84,50.14,26,Normal,No
221,5.24,50.06,31,Normal,No
236,3.18,49.81,28,Normal,No
4,0.0,0.0,28,Line Break,Yes
12,0.0,0.0,20,Line Break,Yes
275,5.09,50.55,38,Overvoltage,Yes
237,3.5,50.12,33,Normal,No
7,0.0,0.0,20,Line Break,Yes
235,4.7,49.83,25,Normal,No
238,7.03,49.92,33,Normal,No
247,14.15,50.08,55,Overload,Yes
156,2.21,49.74,32,Undervoltage,Yes
14,0.0,0.0,20,Line Break,Yes
9,0.0,0.0,28,Line Break,Yes
6,0.0,0.0,21,Line Break,Yes
252,19.32,49.94,42,Overload,Yes
3,0.0,0.0,29,Line Break,Yes
139,5.25,49.71,26,Undervoltage,Yes
150,5.82,49.01,35,Undervoltage,Yes
131,5.39,49.01,30,Undervoltage,Yes
286,6.13,50.71,35,Overvoltage,Yes
238,7.27,49.94,25,Normal,No
6,0.0,0.0,22,Line Break,Yes
125,5.05,49.44,29,Undervoltage,Yes
256,13.36,49.95,45,Overload,Yes
4,0.0,0.0,21,Line Break,Yes
16,0.0,0.0,22,Line Break,Yes
170,5.13,49.94,31,Undervoltage,Yes
288,7.05,50.31,34,Overvoltage,Yes
232,6.2,49.96,34,Normal,No
16,0.0,0.0,21,Line Break,Yes
1,0.0,0.0,22,Line Break,Yes
233,7.22,50.0,28,Normal,No
257,12.69,50.07,40,Overload,Yes
225,5.78,50.1,29,Normal,No
14,0.0,0.0,20,Line Break,Yes
150,4.48,49.6,29,Undervoltage,Yes
131,2.82,49.5,33,Undervoltage,Yes
292,5.56,50.92,42,Overvoltage,Yes
233,3.95,50.18,34,Normal,No
19,0.0,0.0,22,Line Break,Yes
228,5.75,50.14,28,Normal,No
18,0.0,0.0,27,Line Break,Yes
296,7.84,50.01,30,Overvoltage,Yes
259,11.28,49.97,51,Overload,Yes
9,0.0,0.0,29,Line Break,Yes
296,9.0,50.53,32,Overvoltage,Yes
274,6.69,50.02,44,Overvoltage,Yes
128,4.28,49.03,32,Undervoltage,Yes
278,5.82,50.13,36,Overvoltage,Yes
256,19.32,49.87,42,Overload,Yes
260,12.71,49.98,54,Overload,Yes
16,0.0,0.0,24,Line Break,Yes
222,4.34,50.19,26,Normal,No
282,5.73,50.22,41,Overvoltage,Yes
161,3.74,49.83,25,Undervoltage,Yes
257,16.4,50.01,50,Overload,Yes
247,17.14,49.97,47,Overload,Yes
291,8.37,50.7,30,Overvoltage,Yes
295,9.58,50.27,44,Overvoltage,Yes
17,0.0,0.0,22,Line Break,Yes
20,0.0,0.0,24,Line Break,Yes
235,3.83,49.82,28,Normal,No
231,6.26,50.1,28,Normal,No
248,19.6,50.19,43,Overload,Yes
246,10.71,50.13,55,Overload,Yes
17,0.0,0.0,22,Line Break,Yes
238,5.03,49.86,25,Normal,No
227,4.79,49.88,30,Normal,No
123,4.53,49.65,32,Undervoltage,Yes
256,19.69,50.07,46,Overload,Yes
233,5.75,49.96,26,Normal,No
255,10.55,50.05,53,Overload,Yes
170,2.13,49.53,27,Undervoltage,Yes
271,6.91,50.12,45,Overvoltage,Yes
6,0.0,0.0,29,Line Break,Yes
251,11.8,50.11,54,Overload,Yes
7,0.0,0.0,25,Line Break,Yes
287,5.03,50.79,37,Overvoltage,Yes
14,0.0,0.0,27,Line Break,Yes
240,6.55,50.17,25,Normal,No
4,0.0,0.0,30,Line Break,Yes
243,14.8,49.97,51,Overload,Yes
262,7.12,50.31,32,Overvoltage,Yes
4,0.0,0.0,28,Line Break,Yes
131,5.68,49.06,35,Undervoltage,Yes
242,19.04,50.19,51,Overload,Yes
282,5.4,50.26,36,Overvoltage,Yes
105,5.46,49.8,28,Undervoltage,Yes
242,18.04,50.14,50,Overload,Yes
275,5.43,50.54,32,Overvoltage,Yes
245,13.21,49.87,50,Overload,Yes
125,3.83,49.68,31,Undervoltage,Yes
2,0.0,0.0,26,Line Break,Yes
237,5.35,50.09,25,Normal,No
136,5.64,49.43,29,Undervoltage,Yes
2,0.0,0.0,25,Line Break,Yes
247,16.76,49.94,42,Overload,Yes
5,0.0,0.0,22,Line Break,Yes
285,8.06,50.57,39,Overvoltage,Yes
20,0.0,0.0,24,Line Break,Yes
261,6.08,50.46,39,Overvoltage,Yes
236,6.26,50.01,35,Normal,No
14,0.0,0.0,21,Line Break,Yes
269,10.0,50.73,35,Overvoltage,Yes
12,0.0,0.0,26,Line Break,Yes
240,3.88,49.81,32,Normal,No
257,10.59,50.03,44,Overload,Yes
174,5.44,49.62,29,Undervoltage,Yes
226,3.18,49.8,34,Normal,No
158,2.42,49.1,27,Undervoltage,Yes
18,0.0,0.0,26,Line Break,Yes
220,7.87,50.19,31,Normal,No
167,2.04,49.79,26,Undervoltage,Yes
5,0.0,0.0,20,Line Break,Yes
19,0.0,0.0,29,Line Break,Yes
245,19.95,50.1,55,Overload,Yes
262,5.86,50.65,42,Overvoltage,Yes
297,8.27,50.47,35,Overvoltage,Yes
159,5.77,49.39,25,Undervoltage,Yes
271,7.49,50.79,30,Overvoltage,Yes
152,3.98,49.22,35,Undervoltage,Yes
9,0.0,0.0,29,Line Break,Yes
129,3.84,49.75,25,Undervoltage,Yes
239,7.66,49.85,35,Normal,No
11,0.0,0.0,23,Line Break,Yes
233,4.66,50.16,28,Normal,No
238,6.3,50.03,32,Normal,No
149,4.15,49.94,32,Undervoltage,Yes
274,9.9,50.5,34,Overvoltage,Yes
5,0.0,0.0,28,Line Break,Yes
221,7.07,50.14,26,Normal,No
256,13.5,49.94,52,Overload,Yes
231,7.71,49.86,30,Normal,No
257,10.45,50.18,53,Overload,Yes
5,0.0,0.0,21,Line Break,Yes
118,3.97,49.83,33,Undervoltage,Yes
146,4.17,49.1,29,Undervoltage,Yes
245,19.41,50.15,44,Overload,Yes
171,5.19,49.78,29,Undervoltage,Yes
160,2.92,49.82,27,Undervoltage,Yes
237,7.91,50.02,30,Normal,No
174,3.6,49.21,33,Undervoltage,Yes
7,0.0,0.0,21,Line Break,Yes
141,2.94,49.03,34,Undervoltage,Yes
7,0.0,0.0,24,Line Break,Yes
278,8.36,50.41,42,Overvoltage,Yes
247,16.63,49.98,40,Overload,Yes
238,7.08,49.84,30,Normal,No
144,3.63,49.21,30,Undervoltage,Yes
11,0.0,0.0,26,Line Break,Yes
250,11.39,50.19,40,Overload,Yes
231,6.79,49.86,33,Normal,No
100,5.44,49.07,33,Undervoltage,Yes
18,0.0,0.0,25,Line Break,Yes
224,7.31,49.94,30,Normal,No
136,4.66,49.07,32,Undervoltage,Yes
3,0.0,0.0,28,Line Break,Yes
251,13.36,49.85,49,Overload,Yes
122,4.61,49.21,27,Undervoltage,Yes
112,2.75,49.36,29,Undervoltage,Yes
222,7.51,49.81,29,Normal,No
16,0.0,0.0,21,Line Break,Yes
271,5.13,50.5,30,Overvoltage,Yes
17,0.0,0.0,30,Line Break,Yes
228,6.4,49.99,25,Normal,No
177,4.07,49.19,34,Undervoltage,Yes
291,9.37,50.95,34,Overvoltage,Yes
253,15.4,49.83,42,Overload,Yes
226,4.52,50.0,29,Normal,No
296,9.23,50.16,45,Overvoltage,Yes
298,9.5,50.39,37,Overvoltage,Yes
245,11.07,50.03,48,Overload,Yes
170,4.08,49.51,34,Undervoltage,Yes
1,0.0,0.0,27,Line Break,Yes
239,5.15,49.88,27,Normal,No
262,7.92,50.56,43,Overvoltage,Yes
252,19.13,49.8,49,Overload,Yes
112,5.68,49.76,32,Undervoltage,Yes
289,5.39,51.0,34,Overvoltage,Yes
275,5.06,50.66,35,Overvoltage,Yes
226,4.93,50.1,33,Normal,No
14,0.0,0.0,30,Line Break,Yes
174,5.11,49.71,33,Undervoltage,Yes
9,0.0,0.0,21,Line Break,Yes
19,0.0,0.0,20,Line Break,Yes
223,4.95,50.09,29,Normal,No
256,12.29,49.89,43,Overload,Yes
245,14.95,50.14,51,Overload,Yes
18,0.0,0.0,22,Line Break,Yes
4,0.0,0.0,29,Line Break,Yes
271,9.92,50.4,40,Overvoltage,Yes
148,5.53,49.35,28,Undervoltage,Yes
172,5.7,49.71,33,Undervoltage,Yes
18,0.0,0.0,30,Line Break,Yes
283,7.52,50.9,31,Overvoltage,Yes
247,14.01,49.89,48,Overload,Yes
176,5.73,49.49,26,Undervoltage,Yes
4,0.0,0.0,20,Line Break,Yes
8,0.0,0.0,28,Line Break,Yes
266,9.01,50.2,35,Overvoltage,Yes
19,0.0,0.0,27,Line Break,Yes
5,0.0,0.0,21,Line Break,Yes
154,5.73,49.55,25,Undervoltage,Yes
232,4.65,49.98,27,Normal,No
168,2.2,49.1,25,Undervoltage,Yes
262,5.37,50.86,34,Overvoltage,Yes
116,4.19,49.63,33,Undervoltage,Yes
166,2.33,49.76,30,Undervoltage,Yes
9,0.0,0.0,26,Line Break,Yes
154,3.86,49.3,28,Undervoltage,Yes
5,0.0,0.0,28,Line Break,Yes
223,6.13,50.14,35,Normal,No
129,2.43,49.84,30,Undervoltage,Yes
164,4.86,49.54,28,Undervoltage,Yes
176,3.05,49.77,33,Undervoltage,Yes
17,0.0,0.0,21,Line Break,Yes
276,7.29,50.5,31,Overvoltage,Yes
262,5.56,50.65,33,Overvoltage,Yes
119,5.8,49.17,32,Undervoltage,Yes
238,6.73,50.03,30,Normal,No
12,0.0,0.0,25,Line Break,Yes
5,0.0,0.0,29,Line Break,Yes
295,8.12,50.48,33,Overvoltage,Yes
227,6.83,49.8,29,Normal,No
235,6.72,49.89,26,Normal,No
279,7.41,50.04,40,Overvoltage,Yes
247,10.78,50.16,46,Overload,Yes
11,0.0,0.0,30,Line Break,Yes
281,8.16,50.02,38,Overvoltage,Yes
260,10.23,49.8,54,Overload,Yes
125,5.17,49.43,33,Undervoltage,Yes
297,5.75,50.78,37,Overvoltage,Yes
256,13.74,49.81,53,Overload,Yes
250,19.52,49.95,52,Overload,Yes
226,5.64,49.91,31,Normal,No
226,3.96,50.0,32,Normal,No
16,0.0,0.0,23,Line Break,Yes
169,2.73,49.56,26,Undervoltage,Yes
226,6.98,49.83,26,Normal,No
0,0.0,0.0,26,Line Break,Yes
175,5.42,49.77,29,Undervoltage,Yes
227,6.17,49.88,33,Normal,No
254,14.73,49.93,43,Overload,Yes
241,10.88,49.91,52,Overload,Yes
233,6.59,50.08,34,Normal,No
10,0.0,0.0,29,Line Break,Yes
251,13.6,50.02,48,Overload,Yes
240,16.2,49.87,45,Overload,Yes
117,4.98,49.17,31,Undervoltage,Yes
240,11.56,49.9,50,Overload,Yes
254,17.98,49.81,54,Overload,Yes
260,10.15,49.99,50,Overload,Yes
298,9.82,50.97,38,Overvoltage,Yes
2,0.0,0.0,27,Line Break,Yes
20,0.0,0.0,24,Line Break,Yes
220,6.48,49.9,33,Normal,No
19,0.0,0.0,28,Line Break,Yes
9,0.0,0.0,21,Line Break,Yes
148,4.15,49.49,26,Undervoltage,Yes
246,13.39,50.08,48,Overload,Yes
141,3.83,49.7,33,Undervoltage,Yes
272,6.56,50.38,40,Overvoltage,Yes
231,7.8,50.16,35,Normal,No
142,2.22,49.16,35,Undervoltage,Yes
4,0.0,0.0,21,Line Break,Yes
254,14.57,50.07,47,Overload,Yes
150,2.09,49.27,30,Undervoltage,Yes
240,4.76,50.1,25,Normal,No
260,19.35,49.98,47,Overload,Yes
242,13.35,50.19,55,Overload,Yes
252,19.71,50.09,42,Overload,Yes
296,5.94,50.59,35,Overvoltage,Yes
16,0.0,0.0,23,Line Break,Yes
245,11.87,50.0,52,Overload,Yes
230,6.64,49.99,25,Normal,No
268,9.16,50.24,38,Overvoltage,Yes
294,6.8,50.61,36,Overvoltage,Yes
287,6.6,50.8,37,Overvoltage,Yes
255,19.23,49.96,54,Overload,Yes
7,0.0,0.0,20,Line Break,Yes
17,0.0,0.0,29,Line Break,Yes
231,6.85,50.03,35,Normal,No
235,7.79,50.17,26,Normal,No
270,9.42,50.6,41,Overvoltage,Yes
164,5.39,49.01,29,Undervoltage,Yes
242,14.28,50.11,51,Overload,Yes
274,9.66,50.25,33,Overvoltage,Yes
257,12.42,50.14,55,Overload,Yes
130,4.09,49.61,29,Undervoltage,Yes
125,5.58,49.49,27,Undervoltage,Yes
242,13.53,50.2,42,Overload,Yes
275,6.41,50.43,31,Overvoltage,Yes
270,9.45,50.14,40,Overvoltage,Yes
16,0.0,0.0,24,Line Break,Yes
269,5.97,50.38,37,Overvoltage,Yes
238,5.33,50.09,34,Normal,No
242,12.59,49.93,51,Overload,Yes
10,0.0,0.0,29,Line Break,Yes
19,0.0,0.0,20,Line Break,Yes
255,19.55,50.13,42,Overload,Yes
237,5.95,49.8,35,Normal,No
223,5.12,50.17,35,Normal,No
260,19.58,49.92,46,Overload,Yes
246,13.0,49.85,47,Overload,Yes
130,4.83,49.76,28,Undervoltage,Yes
16,0.0,0.0,30,Line Break,Yes
260,14.08,50.11,46,Overload,Yes
229,6.62,49.96,29,Normal,No
280,9.01,50.68,40,Overvoltage,Yes
230,4.36,50.2,34,Normal,No
10,0.0,0.0,25,Line Break,Yes
237,4.89,50.04,28,Normal,No
134,3.32,49.97,30,Undervoltage,Yes
130,2.51,49.76,26,Undervoltage,Yes
139,4.06,49.6,35,Undervoltage,Yes
248,16.97,50.19,43,Overload,Yes
12,0.0,0.0,21,Line Break,Yes
278,8.87,50.04,43,Overvoltage,Yes
156,2.7,49.51,27,Undervoltage,Yes
265,7.72,50.43,38,Overvoltage,Yes
149,5.36,49.77,32,Undervoltage,Yes
4,0.0,0.0,23,Line Break,Yes
247,13.28,50.16,51,Overload,Yes
272,6.02,50.17,33,Overvoltage,Yes
